"","Country","Score.2015","rank.2015","Score.2016","rank.2016","Score.2017","rank.2017","Score.2018","rank.2018","Score.2019","rank.2019","Score.Mean","GDP.2015","GDP.2016","GDP.2017","GDP.2018","GDP.2019","GDP.Mean","Social.2015","Social.2016","Social.2017","Social.2018","Social.2019","Social.support.Mean","Health.2015","Health.2016","Health.2017","Health.Mean","Freedom.2015","Freedom.2016","Freedom.2017","Freedom.2018","Freedom.2019","Freedom.Mean","Generosity.2015","Generosity.2016","Generosity.2017","Generosity.2018","Generosity.2019","Generosity.Mean","Perceptions.of.corruption.2015","Perceptions.of.corruption.2016","Perceptions.of.corruption.2017","Perceptions.of.corruption.2018","Perceptions.of.corruption.2019","Perceptions.of.corruption.Mean","rank.mean"
"80","Romania",5.124,86,5.528,71,5.82499980926514,57,5.945,52,6.07,48,5.124,1.04345,1.1697,1.21768391132355,1.116,1.162,1.04345,0.88588,0.72803,1.15009129047394,1.219,1.232,0.88588,0.7689,0.67602,0.685158312320709,0.7689,0.35068,0.36712,0.457003742456436,0.528,0.462,0.35068,0.13748,0.12889,0.133519917726517,0.088,0.083,0.13748,0.00649,0.00679,0.00438790069893003,"0.001",0.005,0.00649,139
"81","Serbia",5.123,87,5.177,86,5.39499998092651,73,5.398,78,5.603,70,5.123,0.92053,1.03437,1.06931757926941,0.975,1.004,0.92053,1.00964,0.81329,1.25818979740143,1.369,1.383,1.00964,0.74836,0.6458,0.65078467130661,0.74836,0.20107,0.15718,0.208715528249741,0.288,0.282,0.20107,0.19231,0.20737,0.220125883817673,0.134,0.137,0.19231,0.02617,0.04339,0.0409037806093693,"0.043",0.039,0.02617,125
"82","Portugal",5.102,88,5.123,94,5.19500017166138,89,5.41,77,5.693,66,5.102,1.15991,1.27607,1.3151752948761,1.188,1.221,1.15991,1.13935,0.94367,1.36704301834106,1.429,1.431,1.13935,0.87519,0.79363,0.795843541622162,0.87519,0.51469,0.44727,0.498465299606323,0.562,0.508,0.51469,0.13719,0.11691,0.0951027125120163,0.055,0.047,0.13719,0.01078,0.01521,0.0158694516867399,"0.017",0.025,0.01078,140.8
"83","Latvia",5.098,89,5.56,68,5.84999990463257,54,5.933,53,5.94,53,5.098,1.11312,1.21788,1.26074862480164,1.148,1.187,1.11312,1.09562,0.95025,1.40471494197845,1.454,1.465,1.09562,0.72437,0.63952,0.638566970825195,0.72437,0.29671,0.27996,0.325707912445068,0.363,0.264,0.29671,0.18226,0.17445,0.153074786067009,0.092,0.075,0.18226,0.06332,0.0889,0.0738427266478539,"0.066",0.064,0.06332,87.6
"84","Philippines",5.073,90,5.279,82,5.42999982833862,72,5.524,71,5.631,69,5.073,0.70532,0.81217,0.85769921541214,0.775,0.807,0.70532,1.03516,0.87877,1.25391757488251,1.312,1.293,1.03516,0.58114,0.47036,0.468009054660797,0.58114,0.62545,0.54854,0.585214674472809,0.643,0.558,0.62545,0.24991,0.21674,0.193513423204422,0.12,0.117,0.24991,0.12279,0.11757,0.0993318930268288,"0.105",0.107,0.12279,115
"85","Morocco",5.013,92,5.151,90,5.2350001335144,84,5.254,85,5.208,89,5.013,0.73479,0.84058,0.878114581108093,0.779,0.801,0.73479,0.64095,0.38595,0.774864435195923,0.797,0.782,0.64095,0.60954,0.59471,0.59771066904068,0.60954,0.41691,0.25646,0.408158332109451,0.46,0.418,0.41691,0.07172,0.04053,0.0322099551558495,0.026,0.036,0.07172,0.08546,0.08404,0.0877631828188896,"0.074",0.076,0.08546,86.6
"86","Albania",4.959,95,4.655,109,4.64400005340576,109,4.586,112,4.719,107,4.959,0.87867,0.9553,0.996192753314972,0.916,0.947,0.87867,0.80434,0.50163,0.803685247898102,0.817,0.848,0.80434,0.81325,0.73007,0.731159746646881,0.81325,0.35733,0.31866,0.381498634815216,0.419,0.383,0.35733,0.14272,0.1684,0.201312944293022,0.149,0.178,0.14272,0.06413,0.05301,0.0398642159998417,"0.032",0.027,0.06413,3.2
"87","Bosnia and Herzegovina",4.949,96,5.163,87,5.18200016021729,90,5.129,93,5.386,78,4.949,0.83223,0.93383,0.982409417629242,0.915,0.945,0.83223,0.91916,0.64367,1.0693359375,1.078,1.212,0.91916,0.79081,0.70766,0.705186307430267,0.79081,0.09245,0.09511,0.204403176903725,0.28,0.212,0.09245,0.24808,0.29889,0.328867495059967,0.216,0.263,0.24808,0.00227,0,0,"0.000",0.006,0.00227,23
"88","Dominican Republic",4.885,98,5.155,89,5.23000001907349,86,5.302,83,5.425,77,4.885,0.89537,1.02787,1.07937383651733,0.982,1.015,0.89537,1.17202,0.99496,1.40241670608521,1.441,1.401,1.17202,0.66825,0.57669,0.574873745441437,0.66825,0.57672,0.52259,0.55258983373642,0.578,0.497,0.57672,0.21684,0.21286,0.186967849731445,0.12,0.113,0.21684,0.14234,0.12372,0.113945253193378,"0.106",0.101,0.14234,27.6
"89","Mongolia",4.874,100,4.907,101,4.95499992370605,100,5.125,94,5.285,83,4.874,0.82819,0.98853,1.02723586559296,0.914,0.948,0.82819,1.3006,1.08983,1.4930112361908,1.517,1.531,1.3006,0.60268,0.55469,0.557783484458923,0.60268,0.43626,0.35972,0.394143968820572,0.395,0.317,0.43626,0.3323,0.34539,0.338464230298996,0.253,0.235,0.3323,0.02666,0.03285,0.0329022891819477,"0.032",0.038,0.02666,106.4
"90","Greece",4.857,102,5.033,99,5.22700023651123,87,5.358,79,5.287,82,4.857,1.15406,1.24886,1.28948748111725,1.154,1.181,1.15406,0.92933,0.75473,1.23941457271576,1.202,1.156,0.92933,0.88213,0.80029,0.810198903083801,0.88213,0.07699,0.05822,0.0957312509417534,0.131,0.067,0.07699,0,0,0,0,0,0,0.01397,0.04127,0.04328977689147,"0.044",0.034,0.01397,60.2
"91","Lebanon",4.839,103,5.129,93,5.22499990463257,88,5.358,80,5.197,91,4.839,1.02564,1.12268,1.07498753070831,0.965,0.987,1.02564,0.80001,0.64184,1.12962424755096,1.179,1.224,0.80001,0.83947,0.76171,0.735081076622009,0.83947,0.33916,0.26228,0.288515985012054,0.503,0.216,0.33916,0.21854,0.23693,0.264450758695602,0.214,0.166,0.21854,0.04582,0.03061,0.037513829767704,"0.136",0.027,0.04582,90.4
"92","Hungary",4.8,104,5.145,91,5.32399988174438,75,5.62,69,5.758,62,4.8,1.12094,1.24142,1.2860119342804,1.171,1.201,1.12094,1.20215,0.93164,1.34313309192657,1.401,1.41,1.20215,0.75905,0.67608,0.687763452529907,0.75905,0.32112,0.1977,0.175863519310951,0.259,0.199,0.32112,0.128,0.099,0.0784016624093056,0.061,0.081,0.128,0.02758,0.04472,0.0366369374096394,"0.022",0.02,0.02758,46.8
"93","Honduras",4.788,105,4.871,104,5.18100023269653,91,5.504,72,5.86,59,4.788,0.59532,0.69429,0.730573117733002,0.62,0.642,0.59532,0.95348,0.75596,1.14394497871399,1.205,1.236,0.95348,0.6951,0.58383,0.582569479942322,0.6951,0.40148,0.26755,0.348079860210419,0.459,0.507,0.40148,0.23027,0.2044,0.236188873648643,0.197,0.246,0.23027,0.06825,0.06906,0.0733454525470734,"0.074",0.078,0.06825,52
"94","Tajikistan",4.786,106,4.996,100,5.04099988937378,96,5.199,88,5.467,74,4.786,0.39047,0.48835,0.524713635444641,0.474,0.493,0.39047,0.85563,0.75602,1.27146327495575,1.166,1.098,0.85563,0.57379,0.53119,0.529235124588013,0.57379,0.47216,0.43408,0.471566706895828,0.292,0.389,0.47216,0.22974,0.25998,0.248997643589973,0.187,0.23,0.22974,0.15072,0.13509,0.146377146244049,"0.034",0.144,0.15072,129.2
"95","Tunisia",4.739,107,5.045,98,4.80499982833862,102,4.592,111,4.461,124,4.739,0.88113,0.97724,1.00726580619812,0.9,0.921,0.88113,0.60429,0.43165,0.868351459503174,0.906,1,0.60429,0.73793,0.59577,0.613212049007416,0.73793,0.26268,0.23553,0.289680689573288,0.271,0.167,0.26268,0.06431,0.03936,0.0496933571994305,0.04,0.059,0.06431,0.06358,0.0817,0.0867231488227844,"0.063",0.055,0.06358,120.4
"96","Palestinian Territories",4.715,108,4.754,108,4.77500009536743,103,4.743,104,4.696,110,4.715,0.59867,0.67024,0.716249227523804,0.642,0.657,0.59867,0.92558,0.71629,1.15564715862274,1.217,1.247,0.92558,0.66015,0.56844,0.565666973590851,0.66015,0.24499,0.17744,0.25471106171608,0.266,0.225,0.24499,0.11251,0.11154,0.114173173904419,0.086,0.103,0.11251,0.12905,0.10613,0.0892826020717621,"0.076",0.066,0.12905,109.2
"97","Bangladesh",4.694,109,4.643,110,4.60799980163574,110,4.5,115,4.456,125,4.694,0.39753,0.54177,0.586682975292206,0.532,0.562,0.39753,0.43106,0.24749,0.735131740570068,0.85,0.928,0.43106,0.60164,0.52989,0.533241033554077,0.60164,0.4082,0.39778,0.478356659412384,0.58,0.527,0.4082,0.21222,0.19132,0.172255352139473,0.153,0.166,0.21222,0.12569,0.12583,0.123717859387398,"0.144",0.143,0.12569,10
"98","Iran",4.686,110,4.813,105,4.69199991226196,108,4.707,106,4.548,117,4.686,1.0088,1.11758,1.15687310695648,1.059,1.1,1.0088,0.54447,0.38857,0.711551249027252,0.771,0.842,0.54447,0.69805,0.64232,0.639333188533783,0.69805,0.30033,0.22544,0.249322608113289,0.459,0.305,0.30033,0.38086,0.38538,0.387242913246155,0.282,0.27,0.38086,0.05863,0.0557,0.048761073499918,"0.129",0.125,0.05863,53
"99","Ukraine",4.681,111,4.324,123,4.09600019454956,132,4.103,138,4.332,133,4.681,0.79907,0.87287,0.89465194940567,0.793,0.82,0.79907,1.20278,1.01413,1.39453756809235,1.413,1.39,1.20278,0.6739,0.58628,0.575903952121735,0.6739,0.25123,0.12859,0.122974775731564,0.163,0.178,0.25123,0.15275,0.20363,0.270061463117599,0.187,0.187,0.15275,0.02961,0.01829,0.0230294708162546,"0.011",0.01,0.02961,145
"100","Iraq",4.677,112,4.575,112,4.49700021743774,117,4.456,117,4.437,126,4.677,0.98549,1.07474,1.10271048545837,1.01,1.043,0.98549,0.81889,0.59205,0.978613197803497,0.971,0.98,0.81889,0.60237,0.51076,0.501180469989777,0.60237,0,0.24856,0.288555532693863,0.304,0.241,0,0.17922,0.19589,0.19963726401329,0.148,0.148,0.17922,0.13788,0.13636,0.107215754687786,"0.095",0.089,0.13788,74
"101","South Africa",4.642,113,4.459,116,4.8289999961853,101,4.724,105,4.722,106,4.642,0.92049,1.02416,1.05469870567322,0.94,0.96,0.92049,1.18468,0.96053,1.38478863239288,1.41,1.351,1.18468,0.27688,0.18611,0.187080070376396,0.27688,0.33207,0.42483,0.479246735572815,0.516,0.389,0.33207,0.11973,0.13656,0.139362379908562,0.103,0.13,0.11973,0.08884,0.08415,0.0725094974040985,"0.056",0.055,0.08884,125.6
"102","Ghana",4.633,114,4.276,124,4.11999988555908,131,4.657,108,4.996,98,4.633,0.54558,0.63107,0.667224824428558,0.592,0.611,0.54558,0.67954,0.49353,0.873664736747742,0.896,0.868,0.67954,0.40132,0.29681,0.295637726783752,0.40132,0.42342,0.40973,0.423026293516159,0.499,0.381,0.42342,0.23087,0.21203,0.256923943758011,0.212,0.245,0.23087,0.04355,0.0326,0.0253363698720932,"0.029",0.04,0.04355,58.2
"103","Zimbabwe",4.61,115,4.193,131,3.875,138,3.692,144,3.663,146,4.61,0.271,0.35041,0.375846534967422,0.357,0.366,0.271,1.03276,0.71478,1.08309590816498,1.094,1.114,1.03276,0.33475,0.1595,0.196763753890991,0.33475,0.25861,0.25429,0.336384207010269,0.406,0.361,0.25861,0.18987,0.18503,0.189143493771553,0.132,0.151,0.18987,0.08079,0.08582,0.0953753814101219,"0.099",0.089,0.08079,148.2
"104","Liberia",4.571,116,3.622,150,3.53299999237061,148,3.495,149,3.975,141,4.571,0.0712,0.10706,0.119041793048382,0.076,0.073,0.0712,0.78968,0.50353,0.872117936611176,0.858,0.922,0.78968,0.34201,0.23165,0.229918196797371,0.34201,0.28531,0.25748,0.332881182432175,0.419,0.37,0.28531,0.24362,0.24063,0.26654988527298,0.206,0.233,0.24362,0.06232,0.04852,0.0389482490718365,"0.030",0.033,0.06232,90.4
"105","India",4.565,117,4.404,118,4.31500005722046,122,4.19,133,4.015,140,4.565,0.64499,0.74036,0.792221248149872,0.721,0.755,0.64499,0.38174,0.29247,0.754372596740723,0.747,0.765,0.38174,0.51529,0.45091,0.455427616834641,0.51529,0.39786,0.40285,0.469987004995346,0.539,0.498,0.39786,0.26475,0.25028,0.231538489460945,0.172,0.2,0.26475,0.08492,0.08722,0.0922268852591515,"0.093",0.085,0.08492,68.2
"106","Haiti",4.518,119,4.028,136,3.6029999256134,145,3.582,148,3.597,147,4.518,0.26673,0.34097,0.368610262870789,0.315,0.323,0.26673,0.74302,0.29561,0.640449821949005,0.714,0.688,0.74302,0.38847,0.27494,0.277321130037308,0.38847,0.24425,0.12072,0.0303698573261499,0.025,0.026,0.24425,0.46187,0.47958,0.489203780889511,0.392,0.419,0.46187,0.17175,0.14476,0.0998721495270729,"0.104",0.11,0.17175,55
"107","Congo (Kinshasa)",4.517,120,4.272,125,4.28000020980835,126,4.245,132,4.418,127,4.517,0,0.05661,0.0921023488044739,0.069,0.094,0,1.0012,0.80676,1.22902345657349,1.136,1.125,1.0012,0.09806,0.188,0.191407024860382,0.09806,0.22605,0.15602,0.235961347818375,0.312,0.269,0.22605,0.24834,0.25458,0.246455833315849,0.197,0.212,0.24834,0.07625,0.06075,0.0602413564920425,"0.052",0.053,0.07625,24.4
"108","Nepal",4.514,121,4.793,107,4.96199989318848,99,4.88,101,4.913,100,4.514,0.35997,0.44626,0.479820191860199,0.425,0.446,0.35997,0.86449,0.69699,1.17928326129913,1.228,1.226,0.86449,0.56874,0.50073,0.504130780696869,0.56874,0.38282,0.37012,0.440305948257446,0.526,0.439,0.38282,0.32296,0.3816,0.394096165895462,0.302,0.285,0.32296,0.05907,0.07008,0.0729755461215973,"0.078",0.089,0.05907,89.8
"109","Ethiopia",4.512,122,4.508,115,4.46000003814697,119,4.35,127,4.286,134,4.512,0.19073,0.29283,0.339233845472336,0.308,0.336,0.19073,0.60406,0.37932,0.86466920375824,0.95,1.033,0.60406,0.44055,0.34578,0.353409707546234,0.44055,0.4345,0.36703,0.408842742443085,0.452,0.344,0.4345,0.24325,0.29522,0.312650740146637,0.22,0.209,0.24325,0.15048,0.1717,0.165455713868141,"0.146",0.1,0.15048,41.4
"110","Sierra Leone",4.507,123,4.635,111,4.70900011062622,106,4.571,113,4.374,129,4.507,0.33024,0.36485,0.36842092871666,0.256,0.268,0.33024,0.95571,0.628,0.984136044979095,0.813,0.841,0.95571,0,0,0.00556475389748812,0,0.4084,0.30685,0.318697690963745,0.355,0.309,0.4084,0.21488,0.23897,0.293040901422501,0.238,0.252,0.21488,0.08786,0.08196,0.0710951760411263,"0.053",0.045,0.08786,120.8
"111","Mauritania",4.436,124,4.201,130,4.29199981689453,123,4.356,126,4.49,122,4.436,0.45407,0.61391,0.648457288742065,0.557,0.57,0.45407,0.86908,0.84142,1.2720308303833,1.245,1.167,0.86908,0.35874,0.28639,0.285349279642105,0.35874,0.24232,0.1268,0.0960980430245399,0.129,0.066,0.24232,0.219,0.22686,0.201870024204254,0.134,0.106,0.219,0.17461,0.17955,0.136957004666328,"0.093",0.088,0.17461,82.8
"112","Kenya",4.419,125,4.356,122,4.55299997329712,112,4.41,124,4.509,121,4.419,0.36471,0.52267,0.560479462146759,0.493,0.512,0.36471,0.99876,0.7624,1.06795072555542,1.048,0.983,0.99876,0.41435,0.30147,0.309988349676132,0.41435,0.42215,0.40576,0.452763766050339,0.504,0.431,0.42215,0.37542,0.41328,0.444860309362411,0.352,0.372,0.37542,0.05839,0.06686,0.0646413192152977,"0.055",0.053,0.05839,65.8
"113","Armenia",4.35,127,4.36,121,4.37599992752075,121,4.321,129,4.559,116,4.35,0.76821,0.86086,0.900596737861633,0.816,0.85,0.76821,0.77711,0.62477,1.00748372077942,0.99,1.055,0.77711,0.7299,0.64083,0.637524425983429,0.7299,0.19847,0.14037,0.198303267359734,0.26,0.283,0.19847,0.07855,0.07793,0.0834880918264389,0.077,0.095,0.07855,0.039,0.03616,0.0266744215041399,"0.028",0.064,0.039,6.8
